,dag,mccabe,dag_nodes,dag_edges,p_conditional,p_edge,p_invert_edge,structural_hamming_distance,total_tests,n_tests,num_jobs,new_mccabe,mutation_score,true_positives,true_negatives,false_positives,false_negatives
6934,misspecified_dag_100,51,30,0,0.75,1.0,1.0,435,2175,5,436,22,0.1310344827586207,205.0,11975.0,176602.0,443.0
6935,original_dag,51,30,435,0.75,1.0,0.0,0,4350,10,436,22,0.9862068965517241,1095.0,182910.0,5185.0,35.0
6936,misspecified_dag_75,51,30,109,0.75,1.0,0.75,326,4350,10,436,22,0.16091954022988506,145.0,49445.0,139406.0,229.0
6937,misspecified_dag_50,51,30,232,0.75,1.0,0.5,203,4350,10,436,22,0.271264367816092,218.0,98962.0,89878.0,167.0
6938,misspecified_dag_25,51,30,329,0.75,1.0,0.25,106,4350,10,436,22,0.3333333333333333,305.0,139765.0,49016.0,139.0
6939,misspecified_dag_100,51,30,0,0.75,1.0,1.0,435,4350,10,436,22,0.034482758620689655,30.0,4755.0,184190.0,250.0
6940,original_dag,43,30,209,0.5,0.5,0.0,0,2175,5,495,14,0.9676113360323887,1530.0,210890.0,2454.0,16.0
6941,misspecified_dag_75,43,30,231,0.5,0.5,0.75,328,2175,5,495,14,0.1902834008097166,153.0,93213.0,121220.0,304.0
6942,misspecified_dag_50,43,30,208,0.5,0.5,0.5,209,2175,5,495,14,0.32186234817813764,281.0,108893.0,105473.0,243.0
6943,misspecified_dag_25,43,30,215,0.5,0.5,0.25,104,2175,5,495,14,0.5020242914979757,626.0,135718.0,78241.0,305.0
6944,misspecified_dag_100,43,30,226,0.5,0.5,1.0,435,2175,5,495,14,0.18421052631578946,167.0,87271.0,127191.0,261.0
6945,original_dag,57,30,110,1.0,0.25,0.0,0,4340,10,664,29,0.9653092006033183,2151.0,278298.0,7245.0,48.0
6946,misspecified_dag_75,57,30,266,1.0,0.25,0.75,314,4340,10,664,29,0.45248868778280543,679.0,108716.0,177525.0,822.0
6947,misspecified_dag_50,57,30,218,1.0,0.25,0.5,216,4340,10,664,29,0.5188536953242836,714.0,139842.0,146440.0,746.0
6948,misspecified_dag_25,57,30,157,1.0,0.25,0.25,111,4340,10,664,29,0.6606334841628959,1201.0,189743.0,96220.0,578.0
6949,misspecified_dag_100,57,30,314,1.0,0.25,1.0,424,4340,10,664,29,0.22322775263951736,448.0,80438.0,205980.0,876.0
6950,original_dag,43,30,92,0.75,0.25,0.0,0,4140,10,479,20,0.9937238493723849,1696.0,193806.0,2383.0,7.0
6951,misspecified_dag_75,43,30,221,0.75,0.25,0.75,259,4140,10,479,20,0.401673640167364,416.0,83712.0,113111.0,653.0
6952,misspecified_dag_50,43,30,179,0.75,0.25,0.5,179,4140,10,479,20,0.5815899581589958,750.0,115882.0,80758.0,502.0
6953,misspecified_dag_25,43,30,134,0.75,0.25,0.25,76,4140,10,479,20,0.7719665271966527,1142.0,152774.0,43633.0,343.0
6954,misspecified_dag_100,43,30,249,0.75,0.25,1.0,341,4140,10,479,20,0.24686192468619247,347.0,63705.0,133188.0,652.0
6955,original_dag,59,30,327,1.0,0.75,0.0,0,4350,10,530,30,0.9905482041587902,1569.0,222727.0,5747.0,72.0
6956,misspecified_dag_75,59,30,172,1.0,0.75,0.75,323,4350,10,530,30,0.2589792060491493,221.0,88122.0,141558.0,214.0
6957,misspecified_dag_50,59,30,227,1.0,0.75,0.5,214,4350,10,530,30,0.30812854442344045,319.0,119764.0,109690.0,342.0
6958,misspecified_dag_25,59,30,271,1.0,0.75,0.25,104,4350,10,530,30,0.4782608695652174,567.0,155488.0,73706.0,354.0
6959,misspecified_dag_100,59,30,108,1.0,0.75,1.0,435,4350,10,530,30,0.21172022684310018,197.0,54819.0,174832.0,267.0
6960,original_dag,55,30,119,1.0,0.25,0.0,0,432,1,604,28,0.6533996683250415,954.0,235422.0,23993.0,127.0
6961,misspecified_dag_75,55,30,249,1.0,0.25,0.75,316,432,1,604,28,0.34328358208955223,574.0,103745.0,155510.0,667.0
6962,misspecified_dag_50,55,30,207,1.0,0.25,0.5,220,432,1,604,28,0.3880597014925373,562.0,136319.0,123046.0,569.0
6963,misspecified_dag_25,55,30,166,1.0,0.25,0.25,109,432,1,604,28,0.5008291873963516,624.0,169422.0,90043.0,407.0
6964,misspecified_dag_100,55,30,296,1.0,0.25,1.0,415,432,1,604,28,0.1724709784411277,295.0,73271.0,186322.0,608.0
6965,original_dag,52,30,237,0.75,0.5,0.0,0,2175,5,549,23,0.9178832116788321,1591.0,216513.0,20142.0,134.0
6966,misspecified_dag_75,52,30,201,0.75,0.5,0.75,324,2175,5,549,23,0.26824817518248173,343.0,95009.0,142526.0,502.0
6967,misspecified_dag_50,52,30,214,0.75,0.5,0.5,223,2175,5,549,23,0.36496350364963503,546.0,115630.0,121686.0,518.0
6968,misspecified_dag_25,52,30,230,0.75,0.5,0.25,105,2175,5,549,23,0.551094890510949,806.0,150990.0,86145.0,439.0
6969,misspecified_dag_100,52,30,198,0.75,0.5,1.0,435,2175,5,549,23,0.2208029197080292,288.0,92872.0,144803.0,417.0
6970,original_dag,31,30,219,0.25,0.5,0.0,0,4320,10,428,4,0.9976580796252927,1294.0,182743.0,405.0,22.0
6971,misspecified_dag_75,31,30,200,0.25,0.5,0.75,299,4320,10,428,4,0.1522248243559719,95.0,75911.0,108293.0,165.0
6972,misspecified_dag_50,31,30,201,0.25,0.5,0.5,202,4320,10,428,4,0.27400468384074944,198.0,89899.0,94172.0,195.0
6973,misspecified_dag_25,31,30,199,0.25,0.5,0.25,106,4320,10,428,4,0.35362997658079626,266.0,108192.0,75828.0,178.0
6974,misspecified_dag_100,31,30,193,0.25,0.5,1.0,412,4320,10,428,4,0.09836065573770492,70.0,63980.0,120256.0,158.0
6975,original_dag,57,30,224,1.0,0.5,0.0,0,434,1,623,29,0.6913183279742765,1000.0,214212.0,54441.0,295.0
6976,misspecified_dag_75,57,30,190,1.0,0.5,0.75,322,434,1,623,29,0.3167202572347267,484.0,109610.0,159281.0,573.0
6977,misspecified_dag_50,57,30,207,1.0,0.5,0.5,219,434,1,623,29,0.3729903536977492,483.0,127027.0,141943.0,495.0
6978,misspecified_dag_25,57,30,205,1.0,0.5,0.25,117,434,1,623,29,0.4228295819935691,549.0,144377.0,124485.0,537.0
6979,misspecified_dag_100,57,30,203,1.0,0.5,1.0,427,434,1,623,29,0.2958199356913183,485.0,102145.0,166721.0,597.0
6980,original_dag,34,30,317,0.25,0.75,0.0,0,4340,10,434,6,0.9953810623556582,803.0,184954.0,2147.0,18.0
6981,misspecified_dag_75,34,30,162,0.25,0.75,0.75,307,4340,10,434,6,0.19630484988452657,143.0,72601.0,115074.0,104.0
6982,misspecified_dag_50,34,30,224,0.25,0.75,0.5,195,4340,10,434,6,0.23787528868360278,179.0,99844.0,87730.0,169.0
6983,misspecified_dag_25,34,30,268,0.25,0.75,0.25,99,4340,10,434,6,0.3464203233256351,250.0,128351.0,59192.0,129.0
6984,misspecified_dag_100,34,30,107,0.25,0.75,1.0,424,4340,10,434,6,0.06697459584295612,37.0,41531.0,146236.0,118.0
6985,original_dag,41,30,118,0.5,0.25,0.0,0,2160,5,519,14,0.9961389961389961,2401.0,218785.0,2579.0,11.0
6986,misspecified_dag_75,41,30,250,0.5,0.25,0.75,310,2160,5,519,14,0.4594594594594595,555.0,103045.0,119578.0,598.0
6987,misspecified_dag_50,41,30,221,0.5,0.25,0.5,215,2160,5,519,14,0.4768339768339768,517.0,107227.0,115356.0,676.0
6988,misspecified_dag_25,41,30,169,0.5,0.25,0.25,111,2160,5,519,14,0.6274131274131274,944.0,139434.0,82758.0,640.0
6989,misspecified_dag_100,41,30,301,0.5,0.25,1.0,419,2160,5,519,14,0.21428571428571427,376.0,77842.0,144980.0,578.0
6990,original_dag,36,30,435,0.25,1.0,0.0,0,435,1,436,7,0.9632183908045977,702.0,174168.0,14230.0,125.0
6991,misspecified_dag_75,36,30,110,0.25,1.0,0.75,325,435,1,436,7,0.08275862068965517,85.0,52550.0,136476.0,114.0
6992,misspecified_dag_50,36,30,215,0.25,1.0,0.5,220,435,1,436,7,0.19540229885057472,132.0,93828.0,95135.0,130.0
6993,misspecified_dag_25,36,30,329,0.25,1.0,0.25,106,435,1,436,7,0.24367816091954023,155.0,139480.0,49456.0,134.0
6994,misspecified_dag_100,36,30,0,0.25,1.0,1.0,435,435,1,436,7,0.06666666666666667,98.0,9037.0,180014.0,76.0
6995,original_dag,46,30,435,0.5,1.0,0.0,0,435,1,436,17,0.825287356321839,551.0,139519.0,48773.0,382.0
6996,misspecified_dag_75,46,30,103,0.5,1.0,0.75,332,435,1,436,17,0.14022988505747128,118.0,53387.0,135526.0,194.0
6997,misspecified_dag_50,46,30,198,0.5,1.0,0.5,237,435,1,436,17,0.2735632183908046,219.0,90696.0,98163.0,147.0
6998,misspecified_dag_25,46,30,326,0.5,1.0,0.25,109,435,1,436,17,0.3931034482758621,385.0,132725.0,55887.0,228.0
6999,misspecified_dag_100,46,30,0,0.5,1.0,1.0,435,435,1,436,17,0.05057471264367816,46.0,8219.0,180818.0,142.0
7000,original_dag,35,30,327,0.25,0.75,0.0,0,435,1,459,6,0.9344978165938864,734.0,185672.0,12674.0,150.0
7001,misspecified_dag_75,35,30,172,0.25,0.75,0.75,323,435,1,459,6,0.13100436681222707,93.0,73187.0,125760.0,190.0
7002,misspecified_dag_50,35,30,227,0.25,0.75,0.5,214,435,1,459,6,0.26200873362445415,176.0,99210.0,99666.0,178.0
7003,misspecified_dag_25,35,30,271,0.25,0.75,0.25,104,435,1,459,6,0.4104803493449782,286.0,130244.0,68498.0,202.0
7004,misspecified_dag_100,35,30,108,0.25,0.75,1.0,435,435,1,459,6,0.09388646288209607,55.0,44829.0,154257.0,89.0
7005,original_dag,50,30,435,0.5,1.0,0.0,0,435,1,436,21,0.8758620689655172,744.0,156291.0,32082.0,108.0
7006,misspecified_dag_75,50,30,116,0.5,1.0,0.75,319,435,1,436,21,0.15402298850574714,164.0,58996.0,129878.0,187.0
7007,misspecified_dag_50,50,30,216,0.5,1.0,0.5,219,435,1,436,21,0.2689655172413793,283.0,93242.0,95483.0,217.0
7008,misspecified_dag_25,50,30,325,0.5,1.0,0.25,110,435,1,436,21,0.3724137931034483,373.0,132302.0,56416.0,134.0
7009,misspecified_dag_100,50,30,0,0.5,1.0,1.0,435,435,1,436,21,0.08045977011494253,405.0,21780.0,166892.0,148.0
7010,original_dag,45,30,207,0.5,0.5,0.0,0,4340,10,504,17,0.974155069582505,1691.0,212084.0,4493.0,34.0
7011,misspecified_dag_75,45,30,231,0.5,0.5,0.75,314,4340,10,504,17,0.1988071570576541,230.0,97855.0,119847.0,370.0
7012,misspecified_dag_50,45,30,215,0.5,0.5,0.5,196,4340,10,504,17,0.3757455268389662,394.0,113284.0,104253.0,371.0
7013,misspecified_dag_25,45,30,213,0.5,0.5,0.25,96,4340,10,504,17,0.5149105367793241,603.0,139734.0,77621.0,344.0
7014,misspecified_dag_100,45,30,212,0.5,0.5,1.0,419,4340,10,504,17,0.15109343936381708,140.0,85873.0,132001.0,288.0
7015,original_dag,36,30,113,0.5,0.25,0.0,0,4250,10,443,11,0.997737556561086,1719.0,185689.0,439.0,3.0
7016,misspecified_dag_75,36,30,232,0.5,0.25,0.75,271,4250,10,443,11,0.40497737556561086,365.0,82289.0,104719.0,477.0
7017,misspecified_dag_50,36,30,190,0.5,0.25,0.5,179,4250,10,443,11,0.47285067873303166,479.0,94109.0,92757.0,505.0
7018,misspecified_dag_25,36,30,167,0.5,0.25,0.25,104,4250,10,443,11,0.5904977375565611,696.0,119970.0,66803.0,381.0
7019,misspecified_dag_100,36,30,268,0.5,0.25,1.0,381,4250,10,443,11,0.17194570135746606,172.0,62150.0,124968.0,560.0
7020,original_dag,51,30,215,0.75,0.5,0.0,0,435,1,568,22,0.7283950617283951,1095.0,206994.0,38302.0,254.0
7021,misspecified_dag_75,51,30,223,0.75,0.5,0.75,332,435,1,568,22,0.2786596119929453,407.0,111292.0,134486.0,460.0
7022,misspecified_dag_50,51,30,227,0.75,0.5,0.5,220,435,1,568,22,0.3368606701940035,554.0,125320.0,120283.0,488.0
7023,misspecified_dag_25,51,30,216,0.75,0.5,0.25,115,435,1,568,22,0.47619047619047616,612.0,146808.0,98716.0,509.0
7024,misspecified_dag_100,51,30,220,0.75,0.5,1.0,435,435,1,568,22,0.27336860670194,419.0,97105.0,148702.0,419.0
7025,original_dag,45,30,98,0.75,0.25,0.0,0,2100,5,554,21,0.9258589511754068,1738.0,223333.0,7142.0,47.0
7026,misspecified_dag_75,45,30,239,0.75,0.25,0.75,291,2100,5,554,21,0.2820976491862568,289.0,85979.0,145326.0,666.0
7027,misspecified_dag_50,45,30,186,0.75,0.25,0.5,174,2100,5,554,21,0.5045207956600362,631.0,129324.0,101695.0,610.0
7028,misspecified_dag_25,45,30,141,0.75,0.25,0.25,79,2100,5,554,21,0.6853526220614828,1142.0,173053.0,57684.0,381.0
7029,misspecified_dag_100,45,30,276,0.75,0.25,1.0,374,2100,5,554,21,0.15732368896925858,223.0,66137.0,165202.0,698.0
7030,original_dag,45,30,239,0.5,0.5,0.0,0,432,1,526,18,0.758095238095238,1075.0,195800.0,29663.0,262.0
7031,misspecified_dag_75,45,30,181,0.5,0.5,0.75,318,432,1,526,18,0.34476190476190477,596.0,88129.0,137421.0,654.0
7032,misspecified_dag_50,45,30,202,0.5,0.5,0.5,219,432,1,526,18,0.36952380952380953,464.0,111886.0,113989.0,461.0
7033,misspecified_dag_25,45,30,216,0.5,0.5,0.25,101,432,1,526,18,0.540952380952381,738.0,139962.0,85588.0,512.0
7034,misspecified_dag_100,45,30,173,0.5,0.5,1.0,412,432,1,526,18,0.26476190476190475,466.0,77234.0,148605.0,495.0
7035,original_dag,43,30,215,0.5,0.5,0.0,0,434,1,523,15,0.7950191570881227,1088.0,204580.0,20691.0,189.0
7036,misspecified_dag_75,43,30,225,0.5,0.5,0.75,332,434,1,523,15,0.2681992337164751,257.0,97879.0,128050.0,362.0
7037,misspecified_dag_50,43,30,222,0.5,0.5,0.5,213,434,1,523,15,0.2988505747126437,361.0,114479.0,111352.0,356.0
7038,misspecified_dag_25,43,30,215,0.5,0.5,0.25,106,434,1,523,15,0.4789272030651341,555.0,137775.0,87731.0,487.0
7039,misspecified_dag_100,43,30,214,0.5,0.5,1.0,429,434,1,523,15,0.19540229885057472,243.0,86931.0,139055.0,319.0
7040,original_dag,53,30,435,0.75,1.0,0.0,0,435,1,436,24,0.8183908045977012,1137.0,133713.0,54030.0,345.0
7041,misspecified_dag_75,53,30,107,0.75,1.0,0.75,328,435,1,436,24,0.26436781609195403,256.0,56729.0,131961.0,279.0
7042,misspecified_dag_50,53,30,226,0.75,1.0,0.5,209,435,1,436,24,0.4436781609195402,494.0,97381.0,90951.0,399.0
7043,misspecified_dag_25,53,30,331,0.75,1.0,0.25,104,435,1,436,24,0.535632183908046,532.0,123878.0,64369.0,446.0
7044,misspecified_dag_100,53,30,0,0.75,1.0,1.0,435,435,1,436,24,0.167816091954023,397.0,12653.0,175385.0,790.0
7045,original_dag,34,30,123,0.25,0.25,0.0,0,2175,5,484,5,0.989648033126294,2071.0,207551.0,475.0,8.0
7046,misspecified_dag_75,34,30,276,0.25,0.25,0.75,333,2175,5,484,5,0.30434782608695654,307.0,97259.0,112120.0,419.0
7047,misspecified_dag_50,34,30,240,0.25,0.25,0.5,227,2175,5,484,5,0.4306418219461698,448.0,112574.0,96713.0,370.0
7048,misspecified_dag_25,34,30,189,0.25,0.25,0.25,120,2175,5,484,5,0.5838509316770186,647.0,128797.0,80255.0,406.0
7049,misspecified_dag_100,34,30,312,0.25,0.25,1.0,435,2175,5,484,5,0.16770186335403728,202.0,78044.0,131394.0,465.0
7050,original_dag,51,30,327,0.75,0.75,0.0,0,4350,10,505,22,0.996031746031746,1427.0,209749.0,7963.0,101.0
7051,misspecified_dag_75,51,30,172,0.75,0.75,0.75,323,4350,10,505,22,0.24801587301587302,292.0,85892.0,132709.0,347.0
7052,misspecified_dag_50,51,30,227,0.75,0.75,0.5,214,4350,10,505,22,0.3888888888888889,415.0,114497.0,103983.0,345.0
7053,misspecified_dag_25,51,30,271,0.75,0.75,0.25,104,4350,10,505,22,0.4742063492063492,510.0,147666.0,70755.0,309.0
7054,misspecified_dag_100,51,30,108,0.75,0.75,1.0,435,4350,10,505,22,0.17261904761904762,149.0,50755.0,168051.0,285.0
7055,original_dag,39,30,215,0.25,0.5,0.0,0,4350,10,494,10,0.9797160243407708,1708.0,210282.0,2453.0,12.0
7056,misspecified_dag_75,39,30,223,0.25,0.5,0.75,332,4350,10,494,10,0.18255578093306288,150.0,98943.0,115155.0,207.0
7057,misspecified_dag_50,39,30,227,0.25,0.5,0.5,220,4350,10,494,10,0.26774847870182555,279.0,107195.0,106648.0,333.0
7058,misspecified_dag_25,39,30,216,0.25,0.5,0.25,115,4350,10,494,10,0.4482758620689655,494.0,128672.0,85031.0,258.0
7059,misspecified_dag_100,39,30,220,0.25,0.5,1.0,435,4350,10,494,10,0.1257606490872211,141.0,88599.0,125517.0,198.0
7060,original_dag,39,30,106,0.5,0.25,0.0,0,2145,5,395,13,0.9923857868020305,1448.0,167184.0,394.0,0.0
7061,misspecified_dag_75,39,30,230,0.5,0.25,0.75,262,2145,5,395,13,0.33756345177664976,292.0,81266.0,87025.0,443.0
7062,misspecified_dag_50,39,30,197,0.5,0.25,0.5,175,2145,5,395,13,0.48984771573604063,439.0,98061.0,70092.0,434.0
7063,misspecified_dag_25,39,30,153,0.5,0.25,0.25,85,2145,5,395,13,0.6446700507614214,697.0,121837.0,46202.0,290.0
7064,misspecified_dag_100,39,30,258,0.5,0.25,1.0,364,2145,5,395,13,0.17766497461928935,185.0,64431.0,103973.0,437.0
7065,original_dag,49,30,121,0.75,0.25,0.0,0,2145,5,591,23,0.9830508474576272,1966.0,245244.0,5852.0,48.0
7066,misspecified_dag_75,49,30,234,0.75,0.25,0.75,303,2145,5,591,23,0.33220338983050846,390.0,92830.0,159047.0,843.0
7067,misspecified_dag_50,49,30,199,0.75,0.25,0.5,214,2145,5,591,23,0.5220338983050847,631.0,125039.0,126873.0,567.0
7068,misspecified_dag_25,49,30,162,0.75,0.25,0.25,107,2145,5,591,23,0.7237288135593221,1183.0,172867.0,78546.0,514.0
7069,misspecified_dag_100,49,30,272,0.75,0.25,1.0,393,2145,5,591,23,0.20677966101694914,306.0,73444.0,178491.0,869.0
7070,original_dag,39,30,215,0.5,0.5,0.0,0,432,1,476,12,0.8505263157894737,1115.0,187460.0,16438.0,187.0
7071,misspecified_dag_75,39,30,193,0.5,0.5,0.75,316,432,1,476,12,0.21263157894736842,181.0,79144.0,125614.0,261.0
7072,misspecified_dag_50,39,30,200,0.5,0.5,0.5,201,432,1,476,12,0.3494736842105263,283.0,99942.0,104679.0,296.0
7073,misspecified_dag_25,39,30,197,0.5,0.5,0.25,104,432,1,476,12,0.4378947368421053,455.0,122095.0,82228.0,422.0
7074,misspecified_dag_100,39,30,195,0.5,0.5,1.0,410,432,1,476,12,0.15789473684210525,169.0,66806.0,137953.0,272.0
7075,original_dag,44,30,435,0.5,1.0,0.0,0,2175,5,436,15,0.9793103448275862,776.0,176704.0,11693.0,52.0
7076,misspecified_dag_75,44,30,93,0.5,1.0,0.75,342,2175,5,436,15,0.1103448275862069,83.0,42547.0,146489.0,106.0
7077,misspecified_dag_50,44,30,207,0.5,1.0,0.5,228,2175,5,436,15,0.13333333333333333,71.0,92584.0,96507.0,63.0
7078,misspecified_dag_25,44,30,333,0.5,1.0,0.25,102,2175,5,436,15,0.3816091954022989,263.0,142417.0,46386.0,159.0
7079,misspecified_dag_100,44,30,0,0.5,1.0,1.0,435,2175,5,436,15,0.09885057471264368,291.0,5364.0,183455.0,115.0
7080,original_dag,53,30,119,1.0,0.25,0.0,0,4290,10,611,27,0.9557377049180328,2118.0,254692.0,4866.0,14.0
7081,misspecified_dag_75,53,30,238,1.0,0.25,0.75,295,4290,10,611,27,0.30655737704918035,455.0,103855.0,156663.0,717.0
7082,misspecified_dag_50,53,30,209,1.0,0.25,0.5,198,4290,10,611,27,0.48032786885245904,826.0,140084.0,120139.0,641.0
7083,misspecified_dag_25,53,30,172,1.0,0.25,0.25,101,4290,10,611,27,0.6622950819672131,1174.0,181216.0,78745.0,555.0
7084,misspecified_dag_100,53,30,276,1.0,0.25,1.0,395,4290,10,611,27,0.2639344262295082,401.0,93539.0,167053.0,697.0
7085,original_dag,57,30,328,1.0,0.75,0.0,0,434,1,512,29,0.6281800391389433,825.0,158607.0,61933.0,409.0
7086,misspecified_dag_75,57,30,154,1.0,0.75,0.75,336,434,1,512,29,0.4207436399217221,704.0,89232.0,131283.0,555.0
7087,misspecified_dag_50,57,30,208,1.0,0.75,0.5,236,434,1,512,29,0.350293542074364,587.0,103146.0,117506.0,535.0
7088,misspecified_dag_25,57,30,256,1.0,0.75,0.25,116,434,1,512,29,0.5068493150684932,778.0,131571.0,88878.0,547.0
7089,misspecified_dag_100,57,30,96,1.0,0.75,1.0,424,434,1,512,29,0.29158512720156554,567.0,52577.0,167880.0,750.0
7090,original_dag,53,30,328,0.75,0.75,0.0,0,2175,5,513,24,0.93359375,1371.0,199333.0,21799.0,217.0
7091,misspecified_dag_75,53,30,167,0.75,0.75,0.75,329,2175,5,513,24,0.20703125,168.0,74584.0,147607.0,361.0
7092,misspecified_dag_50,53,30,241,0.75,0.75,0.5,207,2175,5,513,24,0.271484375,277.0,121067.0,101117.0,259.0
7093,misspecified_dag_25,53,30,299,0.75,0.75,0.25,105,2175,5,513,24,0.59765625,932.0,156764.0,64497.0,527.0
7094,misspecified_dag_100,53,30,107,0.75,0.75,1.0,435,2175,5,513,24,0.123046875,112.0,46992.0,175289.0,327.0
7095,original_dag,41,30,339,0.5,0.75,0.0,0,2175,5,472,12,0.9787685774946921,880.0,196940.0,7008.0,57.0
7096,misspecified_dag_75,41,30,132,0.5,0.75,0.75,333,2175,5,472,12,0.22929936305732485,222.0,62421.0,142117.0,125.0
7097,misspecified_dag_50,41,30,191,0.5,0.75,0.5,236,2175,5,472,12,0.22717622080679406,193.0,90710.0,113784.0,198.0
7098,misspecified_dag_25,41,30,261,0.5,0.75,0.25,122,2175,5,472,12,0.33121019108280253,273.0,125955.0,78403.0,254.0
7099,misspecified_dag_100,41,30,96,0.5,0.75,1.0,435,2175,5,472,12,0.1337579617834395,134.0,46966.0,157668.0,117.0
7100,original_dag,47,30,435,0.5,1.0,0.0,0,4350,10,436,18,0.9954022988505747,837.0,186648.0,1716.0,24.0
7101,misspecified_dag_75,47,30,117,0.5,1.0,0.75,318,4350,10,436,18,0.14942528735632185,97.0,51668.0,137346.0,114.0
7102,misspecified_dag_50,47,30,218,0.5,1.0,0.5,217,4350,10,436,18,0.1724137931034483,122.0,93403.0,95591.0,109.0
7103,misspecified_dag_25,47,30,323,0.5,1.0,0.25,112,4350,10,436,18,0.30114942528735633,289.0,139346.0,49516.0,74.0
7104,misspecified_dag_100,47,30,0,0.5,1.0,1.0,435,4350,10,436,18,0.13793103448275862,70.0,1670.0,187256.0,229.0
7105,original_dag,40,30,228,0.25,0.5,0.0,0,434,1,459,12,0.8755458515283843,1023.0,182635.0,14973.0,141.0
7106,misspecified_dag_75,40,30,215,0.25,0.5,0.75,325,434,1,459,12,0.25327510917030566,212.0,83602.0,114552.0,406.0
7107,misspecified_dag_50,40,30,208,0.25,0.5,0.5,232,434,1,459,12,0.31004366812227074,272.0,96824.0,101405.0,271.0
7108,misspecified_dag_25,40,30,208,0.25,0.5,0.25,114,434,1,459,12,0.4170305676855895,413.0,120041.0,77947.0,371.0
7109,misspecified_dag_100,40,30,198,0.25,0.5,1.0,426,434,1,459,12,0.2052401746724891,200.0,66210.0,131987.0,375.0
7110,original_dag,36,30,96,0.5,0.25,0.0,0,429,1,446,10,0.851685393258427,1132.0,183988.0,5763.0,22.0
7111,misspecified_dag_75,36,30,242,0.5,0.25,0.75,286,429,1,446,10,0.3595505617977528,313.0,72667.0,117393.0,532.0
7112,misspecified_dag_50,36,30,177,0.5,0.25,0.5,183,429,1,446,10,0.46741573033707867,422.0,99258.0,90761.0,464.0
7113,misspecified_dag_25,36,30,132,0.5,0.25,0.25,90,429,1,446,10,0.6134831460674157,741.0,130979.0,58880.0,305.0
7114,misspecified_dag_100,36,30,306,0.5,0.25,1.0,402,429,1,446,10,0.1550561797752809,215.0,46510.0,143650.0,530.0
7115,original_dag,43,30,435,0.5,1.0,0.0,0,2175,5,436,14,0.9724137931034482,682.0,176798.0,11666.0,79.0
7116,misspecified_dag_75,43,30,98,0.5,1.0,0.75,337,2175,5,436,14,0.09195402298850575,46.0,44759.0,144300.0,120.0
7117,misspecified_dag_50,43,30,214,0.5,1.0,0.5,221,2175,5,436,14,0.19770114942528735,170.0,94225.0,94683.0,147.0
7118,misspecified_dag_25,43,30,334,0.5,1.0,0.25,101,2175,5,436,14,0.4091954022988506,361.0,141014.0,47708.0,142.0
7119,misspecified_dag_100,43,30,0,0.5,1.0,1.0,435,2175,5,436,14,0.05517241379310345,40.0,5615.0,183400.0,170.0
7120,original_dag,59,30,435,1.0,1.0,0.0,0,435,1,436,30,0.6942528735632184,941.0,107374.0,80478.0,432.0
7121,misspecified_dag_75,59,30,109,1.0,1.0,0.75,326,435,1,436,30,0.27816091954022987,279.0,57141.0,131454.0,351.0
7122,misspecified_dag_50,59,30,232,1.0,1.0,0.5,203,435,1,436,30,0.4367816091954023,538.0,95162.0,92951.0,574.0
7123,misspecified_dag_25,59,30,329,1.0,1.0,0.25,106,435,1,436,30,0.5287356321839081,627.0,111168.0,76820.0,610.0
7124,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,435,1,436,30,0.11724137931034483,187.0,18518.0,170197.0,323.0
7125,original_dag,29,30,115,0.25,0.25,0.0,0,2100,5,394,5,0.9872773536895675,1293.0,162195.0,1554.0,18.0
7126,misspecified_dag_75,29,30,215,0.25,0.25,0.75,274,2100,5,394,5,0.39185750636132316,276.0,61425.0,102856.0,503.0
7127,misspecified_dag_50,29,30,190,0.25,0.25,0.5,185,2100,5,394,5,0.544529262086514,447.0,85620.0,78546.0,447.0
7128,misspecified_dag_25,29,30,151,0.25,0.25,0.25,90,2100,5,394,5,0.7073791348600509,830.0,115105.0,48790.0,335.0
7129,misspecified_dag_100,29,30,246,0.25,0.25,1.0,361,2100,5,394,5,0.21628498727735368,183.0,46584.0,117665.0,628.0
7130,original_dag,54,30,328,0.75,0.75,0.0,0,2175,5,506,25,0.9346534653465347,1104.0,190291.0,27977.0,303.0
