,dag,mccabe,dag_nodes,dag_edges,p_conditional,p_edge,p_invert_edge,structural_hamming_distance,total_tests,n_tests,num_jobs,new_mccabe,mutation_score,true_positives,true_negatives,false_positives,false_negatives
1166,misspecified_dag_75,39,30,266,0.5,0.25,0.75,314,2170,5,471,11,0.4595744680851064,484.0,75656.0,127144.0,696.0
1167,misspecified_dag_50,39,30,218,0.5,0.25,0.5,216,2170,5,471,11,0.574468085106383,643.0,98057.0,104616.0,664.0
1168,misspecified_dag_25,39,30,157,0.5,0.25,0.25,111,2170,5,471,11,0.6148936170212767,737.0,129453.0,73355.0,435.0
1169,misspecified_dag_100,39,30,314,0.5,0.25,1.0,424,2170,5,471,11,0.274468085106383,414.0,60216.0,142713.0,637.0
1170,original_dag,41,30,118,0.5,0.25,0.0,0,4320,10,519,14,0.9980694980694981,2418.0,220322.0,1029.0,7.0
1171,misspecified_dag_75,41,30,250,0.5,0.25,0.75,310,4320,10,519,14,0.44594594594594594,488.0,100004.0,122619.0,665.0
1172,misspecified_dag_50,41,30,221,0.5,0.25,0.5,215,4320,10,519,14,0.48841698841698844,558.0,107186.0,115336.0,696.0
1173,misspecified_dag_25,41,30,169,0.5,0.25,0.25,111,4320,10,519,14,0.6447876447876448,1071.0,140343.0,81720.0,642.0
1174,misspecified_dag_100,41,30,301,0.5,0.25,1.0,419,4320,10,519,14,0.1969111969111969,300.0,77918.0,144916.0,642.0
1175,original_dag,46,30,317,0.75,0.75,0.0,0,2170,5,488,18,0.9630390143737166,1204.0,193109.0,16849.0,196.0
1176,misspecified_dag_75,46,30,163,0.75,0.75,0.75,310,2170,5,488,18,0.3347022587268994,378.0,81438.0,129224.0,318.0
1177,misspecified_dag_50,46,30,222,0.75,0.75,0.5,203,2170,5,488,18,0.3531827515400411,403.0,103328.0,107170.0,457.0
1178,misspecified_dag_25,46,30,263,0.75,0.75,0.25,108,2170,5,488,18,0.5092402464065708,573.0,127995.0,82113.0,677.0
1179,misspecified_dag_100,46,30,111,0.75,0.75,1.0,428,2170,5,488,18,0.25667351129363447,221.0,54323.0,156529.0,285.0
1180,original_dag,53,30,104,1.0,0.25,0.0,0,4290,10,571,27,0.9666666666666667,2313.0,238797.0,3387.0,33.0
1181,misspecified_dag_75,53,30,246,1.0,0.25,0.75,292,4290,10,571,27,0.34210526315789475,440.0,102160.0,141245.0,685.0
1182,misspecified_dag_50,53,30,192,1.0,0.25,0.5,200,4290,10,571,27,0.45087719298245615,555.0,128265.0,115100.0,610.0
1183,misspecified_dag_25,53,30,149,1.0,0.25,0.25,99,4290,10,571,27,0.6964912280701754,1125.0,177855.0,65104.0,446.0
1184,misspecified_dag_100,53,30,281,1.0,0.25,1.0,385,4290,10,571,27,0.156140350877193,319.0,84041.0,159515.0,655.0
1185,original_dag,55,30,228,1.0,0.5,0.0,0,4320,10,527,28,0.9885931558935361,1758.0,220214.0,5225.0,35.0
1186,misspecified_dag_75,55,30,189,1.0,0.5,0.75,321,4320,10,527,28,0.4144486692015209,692.0,88728.0,137052.0,760.0
1187,misspecified_dag_50,55,30,218,1.0,0.5,0.5,200,4320,10,527,28,0.44866920152091255,611.0,116687.0,109273.0,661.0
1188,misspecified_dag_25,55,30,223,1.0,0.5,0.25,95,4320,10,527,28,0.6121673003802282,911.0,149525.0,76107.0,689.0
1189,misspecified_dag_100,55,30,181,1.0,0.5,1.0,409,4320,10,527,28,0.3231939163498099,667.0,80863.0,145172.0,530.0
1190,original_dag,52,30,435,0.75,1.0,0.0,0,4350,10,436,23,0.9839080459770115,1474.0,176876.0,10812.0,63.0
1191,misspecified_dag_75,52,30,120,0.75,1.0,0.75,315,4350,10,436,23,0.20689655172413793,157.0,56828.0,132061.0,179.0
1192,misspecified_dag_50,52,30,234,0.75,1.0,0.5,201,4350,10,436,23,0.3195402298850575,329.0,102331.0,86294.0,271.0
1193,misspecified_dag_25,52,30,339,0.75,1.0,0.25,96,4350,10,436,23,0.4160919540229885,440.0,143980.0,44605.0,200.0
1194,misspecified_dag_100,52,30,0,0.75,1.0,1.0,435,4350,10,436,23,0.1425287356321839,179.0,11131.0,177544.0,371.0
1195,original_dag,41,30,219,0.5,0.5,0.0,0,2160,5,487,14,0.9897119341563786,1586.0,204478.0,3849.0,39.0
1196,misspecified_dag_75,41,30,200,0.5,0.5,0.75,299,2160,5,487,14,0.19753086419753085,143.0,86851.0,122681.0,277.0
1197,misspecified_dag_50,41,30,201,0.5,0.5,0.5,202,2160,5,487,14,0.3559670781893004,367.0,103151.0,106142.0,292.0
1198,misspecified_dag_25,41,30,199,0.5,0.5,0.25,106,2160,5,487,14,0.40329218106995884,410.0,122062.0,87164.0,316.0
1199,misspecified_dag_100,41,30,193,0.5,0.5,1.0,412,2160,5,487,14,0.1111111111111111,116.0,70354.0,139214.0,268.0
1200,original_dag,38,30,321,0.25,0.75,0.0,0,4350,10,474,9,0.9978858350951374,1111.0,203698.0,943.0,3.0
1201,misspecified_dag_75,38,30,174,0.25,0.75,0.75,321,4350,10,474,9,0.15644820295983086,101.0,83620.0,121929.0,105.0
1202,misspecified_dag_50,38,30,231,0.25,0.75,0.5,206,4350,10,474,9,0.23044397463002114,190.0,111438.0,93929.0,198.0
1203,misspecified_dag_25,38,30,279,0.25,0.75,0.25,100,4350,10,474,9,0.3150105708245243,246.0,142600.0,62791.0,118.0
1204,misspecified_dag_100,38,30,114,0.25,0.75,1.0,435,4350,10,474,9,0.06976744186046512,42.0,47731.0,157846.0,136.0
1205,original_dag,34,30,209,0.25,0.5,0.0,0,434,1,487,6,0.9403292181069959,1322.0,202798.0,6722.0,82.0
1206,misspecified_dag_75,34,30,220,0.25,0.5,0.75,327,434,1,487,6,0.2654320987654321,243.0,86751.0,123590.0,340.0
1207,misspecified_dag_50,34,30,199,0.25,0.5,0.5,204,434,1,487,6,0.32510288065843623,312.0,100776.0,109497.0,339.0
1208,misspecified_dag_25,34,30,210,0.25,0.5,0.25,95,434,1,487,6,0.43209876543209874,509.0,129253.0,80871.0,291.0
1209,misspecified_dag_100,34,30,217,0.25,0.5,1.0,426,434,1,487,6,0.24691358024691357,205.0,81929.0,128569.0,221.0
1210,original_dag,49,30,219,0.5,0.5,0.0,0,2170,5,556,21,0.9927927927927928,1919.0,233956.0,4923.0,72.0
1211,misspecified_dag_75,49,30,195,0.5,0.5,0.75,326,2170,5,556,21,0.23783783783783785,244.0,88001.0,152230.0,395.0
1212,misspecified_dag_50,49,30,213,0.5,0.5,0.5,232,2170,5,556,21,0.34054054054054056,360.0,116745.0,123375.0,390.0
1213,misspecified_dag_25,49,30,207,0.5,0.5,0.25,118,2170,5,556,21,0.436036036036036,587.0,139828.0,100047.0,408.0
1214,misspecified_dag_100,49,30,206,0.5,0.5,1.0,425,2170,5,556,21,0.24504504504504504,295.0,75740.0,164414.0,421.0
1215,original_dag,37,30,104,0.25,0.25,0.0,0,429,1,453,11,0.8517699115044248,1311.0,186721.0,5834.0,42.0
1216,misspecified_dag_75,37,30,246,0.25,0.25,0.75,292,429,1,453,11,0.33185840707964603,291.0,85137.0,108098.0,382.0
1217,misspecified_dag_50,37,30,192,0.25,0.25,0.5,200,429,1,453,11,0.45132743362831856,371.0,102685.0,90452.0,400.0
1218,misspecified_dag_25,37,30,149,0.25,0.25,0.25,99,429,1,453,11,0.6305309734513275,761.0,140263.0,52599.0,285.0
1219,misspecified_dag_100,37,30,281,0.25,0.25,1.0,385,429,1,453,11,0.17920353982300885,207.0,63525.0,129684.0,492.0
1220,original_dag,48,30,108,0.75,0.25,0.0,0,4290,10,544,22,0.9594843462246777,1880.0,226180.0,4868.0,19.0
1221,misspecified_dag_75,48,30,240,0.75,0.25,0.75,292,4290,10,544,22,0.5211786372007366,759.0,97524.0,133837.0,827.0
1222,misspecified_dag_50,48,30,199,0.75,0.25,0.5,191,4290,10,544,22,0.5267034990791897,654.0,124236.0,107442.0,615.0
1223,misspecified_dag_25,48,30,151,0.75,0.25,0.25,93,4290,10,544,22,0.6906077348066298,1036.0,163493.0,67986.0,432.0
1224,misspecified_dag_100,48,30,280,0.75,0.25,1.0,388,4290,10,544,22,0.34806629834254144,556.0,76550.0,155081.0,760.0
1225,original_dag,41,30,317,0.5,0.75,0.0,0,4340,10,478,13,1.0,1467.0,203166.0,2354.0,31.0
1226,misspecified_dag_75,41,30,163,0.5,0.75,0.75,310,4340,10,478,13,0.19916142557651992,199.0,74213.0,132312.0,294.0
1227,misspecified_dag_50,41,30,222,0.5,0.75,0.5,203,4340,10,478,13,0.22012578616352202,199.0,101402.0,105164.0,253.0
1228,misspecified_dag_25,41,30,263,0.5,0.75,0.25,108,4340,10,478,13,0.41509433962264153,400.0,126482.0,79727.0,409.0
1229,misspecified_dag_100,41,30,111,0.5,0.75,1.0,428,4340,10,478,13,0.25366876310272535,196.0,51320.0,155335.0,167.0
1230,original_dag,37,30,435,0.25,1.0,0.0,0,435,1,436,8,0.9402298850574713,725.0,171100.0,17211.0,189.0
1231,misspecified_dag_75,37,30,107,0.25,1.0,0.75,328,435,1,436,8,0.09425287356321839,68.0,49522.0,139547.0,88.0
1232,misspecified_dag_50,37,30,221,0.25,1.0,0.5,214,435,1,436,8,0.17701149425287357,128.0,96877.0,92117.0,103.0
1233,misspecified_dag_25,37,30,319,0.25,1.0,0.25,116,435,1,436,8,0.34022988505747126,237.0,131133.0,57602.0,253.0
1234,misspecified_dag_100,37,30,0,0.25,1.0,1.0,435,435,1,436,8,0.05517241379310345,60.0,2550.0,186507.0,108.0
1235,original_dag,43,30,232,0.5,0.5,0.0,0,4340,10,493,15,0.9979674796747967,1656.0,211380.0,479.0,13.0
1236,misspecified_dag_75,43,30,185,0.5,0.5,0.75,319,4340,10,493,15,0.13821138211382114,107.0,85009.0,128188.0,224.0
1237,misspecified_dag_50,43,30,205,0.5,0.5,0.5,205,4340,10,493,15,0.3313008130081301,283.0,106481.0,106507.0,257.0
1238,misspecified_dag_25,43,30,214,0.5,0.5,0.25,96,4340,10,493,15,0.45934959349593496,561.0,135231.0,77403.0,333.0
1239,misspecified_dag_100,43,30,188,0.5,0.5,1.0,420,4340,10,493,15,0.11788617886178862,108.0,81072.0,132184.0,164.0
1240,original_dag,44,30,435,0.5,1.0,0.0,0,435,1,436,15,0.8919540229885058,652.0,159863.0,28611.0,99.0
1241,misspecified_dag_75,44,30,122,0.5,1.0,0.75,313,435,1,436,15,0.14022988505747128,115.0,59915.0,129087.0,108.0
1242,misspecified_dag_50,44,30,233,0.5,1.0,0.5,202,435,1,436,15,0.22298850574712645,194.0,99421.0,89419.0,191.0
1243,misspecified_dag_25,44,30,344,0.5,1.0,0.25,91,435,1,436,15,0.37701149425287356,388.0,135767.0,52821.0,249.0
1244,misspecified_dag_100,44,30,0,0.5,1.0,1.0,435,435,1,436,15,0.06206896551724138,55.0,7775.0,181243.0,152.0
1245,original_dag,57,30,323,1.0,0.75,0.0,0,4340,10,523,29,0.9885057471264368,1459.0,222479.0,2570.0,40.0
1246,misspecified_dag_75,57,30,163,1.0,0.75,0.75,314,4340,10,523,29,0.25862068965517243,300.0,84264.0,141645.0,339.0
1247,misspecified_dag_50,57,30,218,1.0,0.75,0.5,215,4340,10,523,29,0.20689655172413793,202.0,111506.0,114626.0,214.0
1248,misspecified_dag_25,57,30,269,1.0,0.75,0.25,106,4340,10,523,29,0.39080459770114945,381.0,145779.0,80042.0,346.0
1249,misspecified_dag_100,57,30,104,1.0,0.75,1.0,427,4340,10,523,29,0.1896551724137931,218.0,53548.0,172589.0,193.0
1250,original_dag,51,30,93,1.0,0.25,0.0,0,4250,10,556,26,0.9981981981981982,2067.0,233253.0,532.0,23.0
1251,misspecified_dag_75,51,30,227,1.0,0.25,0.75,268,4250,10,556,26,0.35495495495495494,453.0,99447.0,135179.0,796.0
1252,misspecified_dag_50,51,30,182,1.0,0.25,0.5,185,4250,10,556,26,0.5225225225225225,717.0,128598.0,105887.0,673.0
1253,misspecified_dag_25,51,30,127,1.0,0.25,0.25,84,4250,10,556,26,0.7477477477477478,1278.0,174657.0,59569.0,371.0
1254,misspecified_dag_100,51,30,268,1.0,0.25,1.0,361,4250,10,556,26,0.1783783783783784,300.0,67965.0,166855.0,755.0
1255,original_dag,53,30,121,1.0,0.25,0.0,0,4290,10,570,27,0.9964850615114236,2135.0,239121.0,2837.0,8.0
1256,misspecified_dag_75,53,30,234,1.0,0.25,0.75,303,4290,10,570,27,0.4007029876977153,432.0,91177.0,151623.0,869.0
1257,misspecified_dag_50,53,30,199,1.0,0.25,0.5,214,4290,10,570,27,0.5588752196836555,745.0,117607.0,125109.0,640.0
1258,misspecified_dag_25,53,30,162,1.0,0.25,0.25,107,4290,10,570,27,0.718804920913884,1226.0,163215.0,79050.0,610.0
1259,misspecified_dag_100,53,30,272,1.0,0.25,1.0,393,4290,10,570,27,0.22495606326889278,391.0,74717.0,168098.0,895.0
1260,original_dag,42,30,103,0.5,0.25,0.0,0,425,1,515,17,0.6945525291828794,954.0,204132.0,13287.0,77.0
1261,misspecified_dag_75,42,30,217,0.5,0.25,0.75,284,425,1,515,17,0.2782101167315175,291.0,81949.0,135683.0,527.0
1262,misspecified_dag_50,42,30,179,0.5,0.25,0.5,194,425,1,515,17,0.3754863813229572,442.0,106984.0,110602.0,422.0
1263,misspecified_dag_25,42,30,135,0.5,0.25,0.25,90,425,1,515,17,0.5758754863813229,691.0,149911.0,67507.0,341.0
1264,misspecified_dag_100,42,30,269,0.5,0.25,1.0,372,425,1,515,17,0.1828793774319066,248.0,63488.0,154210.0,504.0
1265,original_dag,53,30,108,1.0,0.25,0.0,0,2145,5,604,27,0.9485903814262023,2002.0,249449.0,7204.0,32.0
1266,misspecified_dag_75,53,30,240,1.0,0.25,0.75,292,2145,5,604,27,0.4427860696517413,662.0,111496.0,145650.0,879.0
1267,misspecified_dag_50,53,30,199,1.0,0.25,0.5,191,2145,5,604,27,0.5074626865671642,675.0,135000.0,122205.0,807.0
1268,misspecified_dag_25,53,30,151,1.0,0.25,0.25,93,2145,5,604,27,0.714759535655058,1231.0,187508.0,69421.0,527.0
1269,misspecified_dag_100,53,30,280,1.0,0.25,1.0,388,2145,5,604,27,0.3200663349917081,535.0,85694.0,171597.0,861.0
1270,original_dag,45,30,435,0.5,1.0,0.0,0,4350,10,436,16,0.9793103448275862,1200.0,183675.0,4326.0,24.0
1271,misspecified_dag_75,45,30,110,0.5,1.0,0.75,325,4350,10,436,16,0.23218390804597702,238.0,53702.0,135012.0,273.0
1272,misspecified_dag_50,45,30,215,0.5,1.0,0.5,220,4350,10,436,16,0.15632183908045977,149.0,92071.0,96811.0,194.0
1273,misspecified_dag_25,45,30,329,0.5,1.0,0.25,106,4350,10,436,16,0.26436781609195403,315.0,138015.0,50737.0,158.0
1274,misspecified_dag_100,45,30,0,0.5,1.0,1.0,435,4350,10,436,16,0.0367816091954023,90.0,14265.0,174574.0,296.0
1275,original_dag,51,30,113,1.0,0.25,0.0,0,425,1,529,26,0.5890151515151515,727.0,194105.0,29490.0,78.0
1276,misspecified_dag_75,51,30,232,1.0,0.25,0.75,271,425,1,529,26,0.3390151515151515,378.0,97830.0,125726.0,466.0
1277,misspecified_dag_50,51,30,190,1.0,0.25,0.5,179,425,1,529,26,0.42045454545454547,453.0,124683.0,98833.0,431.0
1278,misspecified_dag_25,51,30,167,1.0,0.25,0.25,104,425,1,529,26,0.4734848484848485,540.0,146244.0,77248.0,368.0
1279,misspecified_dag_100,51,30,268,1.0,0.25,1.0,381,425,1,529,26,0.22537878787878787,298.0,75206.0,148388.0,508.0
1280,original_dag,51,30,317,0.75,0.75,0.0,0,434,1,499,23,0.8012048192771084,899.0,173401.0,41537.0,295.0
1281,misspecified_dag_75,51,30,162,0.75,0.75,0.75,307,434,1,499,23,0.3253012048192771,469.0,88673.0,126476.0,514.0
1282,misspecified_dag_50,51,30,224,0.75,0.75,0.5,195,434,1,499,23,0.3514056224899598,394.0,109664.0,105538.0,536.0
1283,misspecified_dag_25,51,30,268,0.75,0.75,0.25,99,434,1,499,23,0.5020080321285141,677.0,131791.0,83073.0,591.0
1284,misspecified_dag_100,51,30,107,0.75,0.75,1.0,424,434,1,499,23,0.3293172690763052,536.0,62212.0,152739.0,645.0
1285,original_dag,43,30,329,0.5,0.75,0.0,0,2175,5,486,14,0.9670103092783505,1015.0,195410.0,14381.0,169.0
1286,misspecified_dag_75,43,30,153,0.5,0.75,0.75,332,2175,5,486,14,0.1711340206185567,172.0,75003.0,135583.0,217.0
1287,misspecified_dag_50,43,30,221,0.5,0.75,0.5,220,2175,5,486,14,0.19175257731958764,175.0,104585.0,105931.0,284.0
1288,misspecified_dag_25,43,30,264,0.5,0.75,0.25,115,2175,5,486,14,0.3711340206185567,308.0,133552.0,76821.0,294.0
1289,misspecified_dag_100,43,30,106,0.5,0.75,1.0,435,2175,5,486,14,0.1422680412371134,122.0,50803.0,159848.0,202.0
1290,original_dag,45,30,231,0.5,0.5,0.0,0,435,1,529,16,0.7916666666666666,1087.0,204305.0,24136.0,152.0
1291,misspecified_dag_75,45,30,218,0.5,0.5,0.75,327,435,1,529,16,0.24053030303030304,233.0,101143.0,127921.0,383.0
1292,misspecified_dag_50,45,30,199,0.5,0.5,0.5,232,435,1,529,16,0.3181818181818182,407.0,111529.0,117420.0,324.0
1293,misspecified_dag_25,45,30,226,0.5,0.5,0.25,117,435,1,529,16,0.4583333333333333,643.0,137693.0,90813.0,531.0
1294,misspecified_dag_100,45,30,204,0.5,0.5,1.0,435,435,1,529,16,0.16287878787878787,188.0,82708.0,146406.0,378.0
1295,original_dag,36,30,435,0.25,1.0,0.0,0,435,1,436,7,0.9632183908045977,501.0,174804.0,13837.0,83.0
1296,misspecified_dag_75,36,30,113,0.25,1.0,0.75,322,435,1,436,7,0.05057471264367816,26.0,50869.0,138236.0,94.0
1297,misspecified_dag_50,36,30,242,0.25,1.0,0.5,193,435,1,436,7,0.15172413793103448,106.0,105599.0,83401.0,119.0
1298,misspecified_dag_25,36,30,341,0.25,1.0,0.25,94,435,1,436,7,0.2850574712643678,196.0,145964.0,42983.0,82.0
1299,misspecified_dag_100,36,30,0,0.25,1.0,1.0,435,435,1,436,7,0.05057471264367816,37.0,4313.0,184816.0,59.0
1300,original_dag,46,30,235,0.5,0.5,0.0,0,2175,5,503,17,0.9780876494023905,1461.0,209881.0,6946.0,82.0
1301,misspecified_dag_75,46,30,206,0.5,0.5,0.75,315,2175,5,503,17,0.23904382470119523,195.0,96189.0,121709.0,277.0
1302,misspecified_dag_50,46,30,220,0.5,0.5,0.5,231,2175,5,503,17,0.2868525896414343,258.0,108174.0,109652.0,286.0
1303,misspecified_dag_25,46,30,237,0.5,0.5,0.25,104,2175,5,503,17,0.48406374501992033,489.0,139067.0,78493.0,321.0
1304,misspecified_dag_100,46,30,200,0.5,0.5,1.0,435,2175,5,503,17,0.22111553784860558,202.0,85640.0,132281.0,247.0
1305,original_dag,35,30,228,0.25,0.5,0.0,0,2160,5,461,8,0.9717391304347827,1376.0,192744.0,4581.0,19.0
1306,misspecified_dag_75,35,30,189,0.25,0.5,0.75,321,2160,5,461,8,0.24130434782608695,246.0,77954.0,120184.0,336.0
1307,misspecified_dag_50,35,30,218,0.25,0.5,0.5,200,2160,5,461,8,0.3217391304347826,298.0,101822.0,96311.0,289.0
1308,misspecified_dag_25,35,30,223,0.25,0.5,0.25,95,2160,5,461,8,0.5456521739130434,576.0,132364.0,65510.0,270.0
1309,misspecified_dag_100,35,30,181,0.25,0.5,1.0,409,2160,5,461,8,0.13695652173913042,138.0,66102.0,132218.0,262.0
1310,original_dag,47,30,209,0.75,0.5,0.0,0,432,1,509,20,0.7283464566929134,994.0,182902.0,35255.0,305.0
1311,misspecified_dag_75,47,30,218,0.75,0.5,0.75,311,432,1,509,20,0.2874015748031496,415.0,95089.0,123383.0,569.0
1312,misspecified_dag_50,47,30,209,0.75,0.5,0.5,190,432,1,509,20,0.37598425196850394,491.0,111269.0,107155.0,541.0
1313,misspecified_dag_25,47,30,205,0.75,0.5,0.25,92,432,1,509,20,0.47834645669291337,603.0,136049.0,82330.0,474.0
1314,misspecified_dag_100,47,30,209,0.75,0.5,1.0,418,432,1,509,20,0.2933070866141732,474.0,86902.0,131562.0,518.0
1315,original_dag,44,30,435,0.5,1.0,0.0,0,4350,10,436,15,0.9977011494252873,954.0,186531.0,1730.0,10.0
1316,misspecified_dag_75,44,30,93,0.5,1.0,0.75,342,4350,10,436,15,0.11724137931034483,85.0,42545.0,146521.0,74.0
1317,misspecified_dag_50,44,30,207,0.5,1.0,0.5,228,4350,10,436,15,0.12183908045977011,66.0,91719.0,97367.0,73.0
1318,misspecified_dag_25,44,30,333,0.5,1.0,0.25,102,4350,10,436,15,0.39770114942528734,313.0,145412.0,43407.0,93.0
1319,misspecified_dag_100,44,30,0,0.5,1.0,1.0,435,4350,10,436,15,0.10344827586206896,316.0,5339.0,183482.0,88.0
1320,original_dag,59,30,346,1.0,0.75,0.0,0,2175,5,519,30,0.9247104247104247,1363.0,198585.0,25082.0,300.0
1321,misspecified_dag_75,59,30,128,1.0,0.75,0.75,342,2175,5,519,30,0.19884169884169883,209.0,71275.0,153519.0,327.0
1322,misspecified_dag_50,59,30,213,1.0,0.75,0.5,205,2175,5,519,30,0.34942084942084944,351.0,114127.0,110542.0,310.0
1323,misspecified_dag_25,59,30,285,1.0,0.75,0.25,97,2175,5,519,30,0.5405405405405406,731.0,151561.0,72529.0,509.0
1324,misspecified_dag_100,59,30,89,1.0,0.75,1.0,435,2175,5,519,30,0.1891891891891892,199.0,50047.0,174856.0,228.0
1325,original_dag,38,30,106,0.5,0.25,0.0,0,4290,10,431,12,1.0,1801.0,182239.0,430.0,0.0
1326,misspecified_dag_75,38,30,238,0.5,0.25,0.75,282,4290,10,431,12,0.3488372093023256,301.0,78819.0,104893.0,457.0
1327,misspecified_dag_50,38,30,192,0.5,0.25,0.5,194,4290,10,431,12,0.43023255813953487,398.0,94202.0,89418.0,452.0
1328,misspecified_dag_25,38,30,143,0.5,0.25,0.25,97,4290,10,431,12,0.6139534883720931,741.0,125679.0,57729.0,321.0
1329,misspecified_dag_100,38,30,283,0.5,0.25,1.0,389,4290,10,431,12,0.1744186046511628,230.0,68570.0,115157.0,513.0
1330,original_dag,32,30,104,0.25,0.25,0.0,0,2145,5,442,6,0.9750566893424036,1497.0,186810.0,878.0,4.0
1331,misspecified_dag_75,32,30,257,0.25,0.25,0.75,307,2145,5,442,6,0.41043083900226757,345.0,77271.0,111003.0,570.0
1332,misspecified_dag_50,32,30,203,0.25,0.25,0.5,213,2145,5,442,6,0.4467120181405896,416.0,92635.0,95620.0,518.0
1333,misspecified_dag_25,32,30,155,0.25,0.25,0.25,97,2145,5,442,6,0.6394557823129252,783.0,131076.0,56946.0,384.0
1334,misspecified_dag_100,32,30,295,0.25,0.25,1.0,399,2145,5,442,6,0.19047619047619047,184.0,58028.0,130405.0,572.0
1335,original_dag,59,30,435,1.0,1.0,0.0,0,435,1,436,30,0.7655172413793103,995.0,114280.0,73228.0,722.0
1336,misspecified_dag_75,59,30,107,1.0,1.0,0.75,328,435,1,436,30,0.3264367816091954,457.0,58703.0,129520.0,545.0
1337,misspecified_dag_50,59,30,200,1.0,1.0,0.5,235,435,1,436,30,0.45977011494252873,583.0,88157.0,99872.0,613.0
1338,misspecified_dag_25,59,30,315,1.0,1.0,0.25,120,435,1,436,30,0.5448275862068965,804.0,116211.0,71575.0,635.0
1339,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,435,1,436,30,0.09425287356321839,162.0,16803.0,171728.0,532.0
1340,original_dag,35,30,108,0.25,0.25,0.0,0,2160,5,474,8,0.9978858350951374,1832.0,201085.0,1409.0,10.0
1341,misspecified_dag_75,35,30,240,0.25,0.25,0.75,304,2160,5,474,8,0.36363636363636365,355.0,81474.0,121984.0,523.0
1342,misspecified_dag_50,35,30,191,0.25,0.25,0.5,193,2160,5,474,8,0.492600422832981,545.0,99731.0,103611.0,449.0
1343,misspecified_dag_25,35,30,149,0.25,0.25,0.25,95,2160,5,474,8,0.6701902748414377,992.0,139016.0,63968.0,360.0
1344,misspecified_dag_100,35,30,298,0.25,0.25,1.0,406,2160,5,474,8,0.1649048625792812,197.0,68861.0,134680.0,598.0
1345,original_dag,50,30,310,0.75,0.75,0.0,0,4350,10,496,21,0.9919191919191919,1297.0,209573.0,4414.0,41.0
1346,misspecified_dag_75,50,30,178,0.75,0.75,0.75,314,4350,10,496,21,0.25656565656565655,230.0,85405.0,129496.0,194.0
1347,misspecified_dag_50,50,30,219,0.75,0.75,0.5,207,4350,10,496,21,0.3333333333333333,303.0,107112.0,107595.0,315.0
1348,misspecified_dag_25,50,30,265,0.75,0.75,0.25,103,4350,10,496,21,0.5151515151515151,477.0,146538.0,68065.0,245.0
1349,misspecified_dag_100,50,30,125,0.75,0.75,1.0,435,4350,10,496,21,0.12121212121212122,104.0,54841.0,160199.0,181.0
1350,original_dag,34,30,317,0.25,0.75,0.0,0,434,1,447,6,0.9461883408071748,767.0,183877.0,8828.0,92.0
1351,misspecified_dag_75,34,30,168,0.25,0.75,0.75,313,434,1,447,6,0.1412556053811659,105.0,70363.0,122953.0,143.0
1352,misspecified_dag_50,34,30,216,0.25,0.75,0.5,205,434,1,447,6,0.24663677130044842,153.0,93507.0,99787.0,117.0
1353,misspecified_dag_25,34,30,263,0.25,0.75,0.25,106,434,1,447,6,0.3811659192825112,337.0,126773.0,66270.0,184.0
1354,misspecified_dag_100,34,30,111,0.25,0.75,1.0,428,434,1,447,6,0.07623318385650224,53.0,44547.0,148817.0,147.0
1355,original_dag,47,30,329,0.75,0.75,0.0,0,2170,5,482,19,0.9625779625779626,1215.0,195514.0,11934.0,91.0
1356,misspecified_dag_75,47,30,162,0.75,0.75,0.75,315,2170,5,482,19,0.17255717255717257,172.0,76307.0,131966.0,309.0
1357,misspecified_dag_50,47,30,212,0.75,0.75,0.5,205,2170,5,482,19,0.3284823284823285,282.0,105538.0,102696.0,238.0
1358,misspecified_dag_25,47,30,265,0.75,0.75,0.25,102,2170,5,482,19,0.5051975051975052,511.0,139460.0,68416.0,367.0
1359,misspecified_dag_100,47,30,97,0.75,0.75,1.0,426,2170,5,482,19,0.1704781704781705,213.0,47887.0,160358.0,296.0
1360,original_dag,38,30,95,0.5,0.25,0.0,0,4290,10,509,12,0.9980314960629921,1711.0,215205.0,1014.0,2.0
1361,misspecified_dag_75,38,30,246,0.5,0.25,0.75,313,4290,10,509,12,0.3641732283464567,324.0,64192.0,152489.0,927.0
1362,misspecified_dag_50,38,30,191,0.5,0.25,0.5,208,4290,10,509,12,0.5295275590551181,591.0,101517.0,115249.0,575.0
1363,misspecified_dag_25,38,30,135,0.5,0.25,0.25,90,4290,10,509,12,0.7145669291338582,977.0,151423.0,65150.0,382.0
1364,misspecified_dag_100,38,30,308,0.5,0.25,1.0,403,4290,10,509,12,0.19881889763779528,195.0,45017.0,171943.0,777.0
1365,original_dag,42,30,346,0.5,0.75,0.0,0,435,1,472,13,0.8365180467091295,665.0,178315.0,25611.0,294.0
1366,misspecified_dag_75,42,30,128,0.5,0.75,0.75,342,435,1,472,13,0.15074309978768577,144.0,60615.0,143831.0,295.0
1367,misspecified_dag_50,42,30,213,0.5,0.75,0.5,205,435,1,472,13,0.3078556263269639,353.0,103738.0,100497.0,297.0
1368,misspecified_dag_25,42,30,285,0.5,0.75,0.25,97,435,1,472,13,0.37367303609341823,370.0,132452.0,71733.0,330.0
1369,misspecified_dag_100,42,30,89,0.5,0.75,1.0,435,435,1,472,13,0.1337579617834395,127.0,39437.0,164997.0,324.0
1370,original_dag,57,30,234,1.0,0.5,0.0,0,4340,10,576,29,0.9826086956521739,1830.0,241395.0,6280.0,45.0
